Student_id ,Question,Answer,Rank
0219,Essay about introducing yourself,"Hello, my name is Diego. I come from Mexico City, Mexico. I am thirteen years old and currently in the eighth grade. My passion lies in photography, capturing moments and emotions through my lens. I often roam the streets of my city, seeking inspiration for my next shot. Additionally, I am an avid reader and enjoy immersing myself in novels that transport me to different worlds. Cooking is another interest of mine, and I love experimenting with traditional Mexican recipes in the kitchen. Learning English is essential for me as it opens up opportunities to connect with photographers and storytellers worldwide. Thank you for allowing me to share a glimpse of my passions with you.",B1
0220,Essay about introducing yourself,"Greetings, I am Leila, originally from Cairo, Egypt. I am seventeen years old and currently studying at an international school. Apart from excelling academically, I am deeply passionate about social activism and human rights advocacy. I actively participate in community projects aimed at empowering marginalized groups and fostering inclusivity. In my leisure time, I enjoy playing the violin and composing music that reflects the diverse cultural heritage of Egypt. As I prepare for university, I am committed to continuing my efforts in creating positive change and promoting equality. Thank you for your attention and consideration.",C1
0221,Essay about introducing yourself,"Hi, my name is Kenji. I'm from Kyoto, Japan. I'm eleven years old and I love exploring the rich history and culture of my hometown. On weekends, my family often visits temples and gardens, where I enjoy taking photos and sketching the beautiful scenery. I also have a passion for martial arts, practicing Kendo and Judo in my spare time. Learning English is a new and exciting challenge for me, and I'm eager to communicate with people from different parts of the world. Thank you for taking the time to read about me.",A1
0222,Essay about introducing yourself,"Hello, my name is Isabella. I come from São Paulo, Brazil. I'm fourteen years old and I have a strong passion for dance. I have been practicing ballet since I was five years old, and I also enjoy learning other dance styles such as samba and contemporary. In addition to dance, I love exploring the vibrant street art scene in my city and often participate in graffiti workshops. Learning English is important to me as it allows me to connect with dancers and artists from around the globe. Thank you for allowing me to share a glimpse of my passions with you.",B1
0223,Essay about introducing yourself,"Greetings, I am Ahmed, originally from Casablanca, Morocco. I am seventeen years old and currently studying at an international school. Outside of academics, I am deeply passionate about social entrepreneurship and innovation. I co-founded a youth-led organization that provides educational resources to underprivileged communities in rural areas. In my free time, I enjoy playing the oud, a traditional Moroccan musical instrument, and composing my own melodies inspired by our rich cultural heritage. As I prepare for university, I am committed to continuing my efforts in creating positive change and promoting sustainable development. Thank you for your attention and consideration.",C1
0224,Essay about introducing yourself,"Greetings, I am Amina, originally from Marrakech, Morocco. I am seventeen years old and currently attending an international school. Aside from excelling academically, I am deeply passionate about humanitarian work. I volunteer with various organizations to provide aid to refugees and disadvantaged communities. In my spare time, I enjoy practicing traditional Moroccan calligraphy and painting. As I prepare for university, I am determined to continue my efforts in making a positive impact on society. Thank you for your attention and consideration.",C1
0225,Essay about introducing yourself,"Hi, my name is Hiroto. I'm from Kyoto, Japan. I'm eleven years old and I love exploring the rich history and culture of my hometown. On weekends, my family often visits temples and gardens, where I enjoy taking photos and sketching the beautiful scenery. I also have a passion for martial arts, practicing Kendo and Judo in my spare time. Learning English is a new and exciting challenge for me, and I'm eager to communicate with people from different parts of the world. Thank you for taking the time to read about me.",A1
0226,Essay about introducing yourself,"Hello! My name is Sarah. I am ten years old, and I study at Sunshine Elementary School in Bangkok, Thailand. I live with my parents and my younger brother. My dad works as a teacher, and my mom is a nurse. I have many friends at school, and we enjoy playing games together during recess. My favorite subject is art because I love drawing and painting. I have a pet cat named Fluffy, and she's very playful. On weekends, I like to visit the park with my family and ride my bicycle. Thank you for listening to me!",A1
0227,Essay about introducing yourself,"Hello, everyone! I'm David, and I'm a high school student at Riverdale International School in Bangkok, Thailand. I live with my parents, my older brother, and my younger sister. My father is a businessman, and my mother is a homemaker. Outside of school, I'm passionate about basketball, and I play for my school team. I also enjoy reading, especially fantasy novels like ""Harry Potter"" and ""The Lord of the Rings."" Besides sports and reading, I'm interested in technology and aspire to become a computer engineer one day. I participate in coding competitions and attend tech workshops to enhance my skills. During holidays, my family and I love to travel to new places and explore different cultures. Nice to meet you all!",B1
0228,Essay about introducing yourself,"Greetings, fellow learners! My name is Emily, and I am currently pursuing my final year of high school at Greenfield International Academy in Bangkok, Thailand. Growing up in a multicultural environment has enriched my perspective on life and fueled my curiosity for global affairs. Academically, I excel in various subjects, particularly in languages and social sciences. Outside the classroom, I am deeply involved in extracurricular activities. As an avid advocate for environmental sustainability, I spearhead initiatives such as beach clean-ups and tree planting campaigns to raise awareness about climate change issues. Additionally, I am passionate about mental health advocacy and regularly volunteer at local organizations to support individuals facing psychological challenges. In my leisure time, I indulge in creative pursuits such as writing poetry and capturing moments through photography. Through my diverse experiences and endeavors, I strive to make a positive impact on society and inspire others to pursue their passions. It's a pleasure to share my journey with you all.",C1
0229,Essay about introducing yourself,"Hello! My name is Juan, and I come from Mexico City, Mexico. I am twelve years old and currently a student at Sunshine International School. My family is very important to me; I live with my parents, my older sister Maria, and my younger brother Miguel. We often spend time together on weekends, going to the park or having picnics. My favorite hobby is playing soccer. I play with my friends in the neighborhood every afternoon after school. I dream of becoming a professional soccer player like my idol, Lionel Messi. Mexican food is the best, especially tacos! I love them with lots of spicy salsa. Thank you for letting me share a bit about myself!",A1
0230,Essay about introducing yourself,"Hi, everyone! I'm Sofia, and I'm from Buenos Aires, Argentina. I'm sixteen years old and currently attending Riverdale High School. My family is quite big; I live with my parents, my twin brother Pablo, and my younger sister Camila. We're a lively bunch, always teasing each other and having fun. Dancing is my passion. I've been dancing since I was a little girl, and now I'm part of the school's dance club, where we practice different styles like tango, salsa, and hip-hop. When I'm not dancing, I love diving into history books. I find it fascinating to learn about different cultures and civilizations. Exploring ancient ruins is one of my favorite activities during family vacations. It's amazing to see how people lived centuries ago. Nice to meet you all!",B1
0231,Essay about introducing yourself,"Greetings! My name is Luca, and I'm eighteen years old. Originally from Rome, Italy, I now call Tokyo, Japan, my home. I study at Greenfield Academy and have a deep love for learning. My family moved around a lot due to my parents' work, so I've had the opportunity to experience various cultures and languages. Mathematics and physics are my strongest subjects. I'm particularly fascinated by astrophysics and spend countless hours studying the stars and galaxies. Martial arts is another passion of mine. I've been practicing karate since I was a child and recently earned my black belt. Apart from my academic pursuits, I'm actively involved in animal welfare. I volunteer at local shelters and advocate for the rights of animals. In the future, I hope to combine my love for science and my passion for social causes to make a positive impact on the world. Thank you for listening to my story!",C1
0232,Essay about introducing yourself,"Hello, everyone! My name is Diego, and I'm from Lima, Peru. I'm eleven years old and currently attending Sunshine Elementary School in Bangkok, Thailand. I live with my parents and my pet dog, Luna. My father works as a chef, and my mother is a nurse. In my free time, I enjoy playing video games and riding my bike around the neighborhood. I also love spending time outdoors, especially at the beach, building sandcastles and collecting seashells. My favorite food is ceviche, a traditional Peruvian dish made with fresh fish and citrus. It's nice to meet you all!",A1
0233,Essay about introducing yourself,"Greetings, everyone! My name is Leonardo, and I'm eighteen years old. Originally from Oslo, Norway, I've been living in Tokyo, Japan, for the past five years. I'm a senior student at Greenfield Academy. My family moved to Japan due to my father's job in the tech industry. I have a deep interest in technology and computer science. I spend most of my time coding and developing software applications. I'm also an avid gamer and enjoy participating in esports tournaments. Outside of my tech pursuits, I'm passionate about Japanese culture and have been studying traditional tea ceremonies and calligraphy. I believe in the power of innovation and creativity to shape the future. It's a pleasure to share a bit about myself with you all!",B1
0234,Essay about introducing yourself,"Hi there! My name is Isabella, and I'm from Cape Town, South Africa. I'm fourteen years old and currently enrolled at Riverdale High School in Bangkok, Thailand. I live with my parents and my younger sister. My dad works as a marine biologist, and my mom is a teacher. I have a strong passion for wildlife and conservation, inspired by growing up near the ocean. In my spare time, I enjoy surfing and volunteering at local animal shelters. I also have a knack for languages and am currently learning French as my third language. I believe in the importance of education and environmental awareness. It's a pleasure to meet you all!",B1
0235,Essay about introducing yourself,"Greetings, everyone! My name is Lars, and I'm eighteen years old. I come from Oslo, Norway, but I've been living in Tokyo, Japan, for the past few years. I'm currently a student at Greenfield Academy. My family moved to Japan because of my father's job in the renewable energy sector. I'm deeply interested in science and sustainability. I spend a lot of my time conducting experiments and researching ways to combat climate change. In my spare time, I enjoy hiking in the Japanese countryside and practicing traditional Japanese tea ceremonies. I'm passionate about preserving nature for future generations. It's a pleasure to meet you all!",C1
0236,Essay about introducing yourself,"Hi there! I'm Rafael, and I come from Rio de Janeiro, Brazil. I'm sixteen years old and currently studying at Riverdale High School in Bangkok, Thailand. My family includes my parents, my older sister, and my younger brother. My father works in finance, and my mother is a lawyer. I'm passionate about music and play the guitar in a band with my friends. We often perform at local cafes and community events. Besides music, I enjoy practicing martial arts, particularly Brazilian jiu-jitsu. I believe in the importance of staying active and healthy. Nice to meet you all!",C1
0237,Essay about introducing yourself,"Hello! My name is Kimiko, and I'm from Seoul, South Korea. I'm eleven years old and currently attending Sunshine International School in Bangkok, Thailand. I live with my parents and my little brother. My father works as a chef, and my mother is a florist. In my free time, I enjoy drawing and painting. I also love playing with my pet hamster, Marshmallow. My favorite food is bibimbap, a traditional Korean dish made with rice, vegetables, and spicy sauce. I'm excited to learn English and make new friends!",A1
0238,Essay about introducing yourself,"Salutations, fellow learners! My name is Ingrid, and I originate from Oslo, Norway. At the age of eighteen, I find myself immersed in the vibrant cultural landscape of Tokyo, Japan, where I am pursuing my education at Greenfield Academy. My family made the move due to my father's diplomatic career. Academically, I excel in mathematics and have a profound interest in astrophysics. In my leisure time, I am an avid equestrian, and I cherish the bond I share with my horse, Odin. Additionally, I am passionate about environmental conservation and frequently engage in initiatives aimed at preserving natural habitats. Through my language studies, I hope to foster cross-cultural understanding and promote global cooperation. It is a pleasure to share my aspirations with you all!",C1
0239,Essay about introducing yourself,"Hello, everyone! My name is Diego, and I hail from Bogotá, Colombia. I am fourteen years old and currently attending Riverdale High School in Bangkok, Thailand. In my household, I live with my parents, my older brother, and our pet parrot, Rico. My father is an architect, and my mother works as a pharmacist. One of my passions is soccer, and I play as a midfielder for the school team. I also enjoy playing the guitar and composing songs in my spare time. Exploring different genres of music, from traditional Colombian cumbia to contemporary pop, is something I find immensely rewarding. I look forward to improving my English skills and expanding my horizons through language learning!",B1
0240,Essay about introducing yourself,"Greetings! My name is Hiroshi, and I'm from Kyoto, Japan. I am ten years old and currently enrolled at Sunshine International School in Bangkok, Thailand. Living with me are my parents and my beloved Shiba Inu dog named Sakura. My father is a sushi chef, and my mother teaches traditional Japanese calligraphy. During my leisure time, I enjoy practicing martial arts, specifically karate, which I've been learning since I was very young. Additionally, I love indulging in Japanese cuisine, especially sushi and tempura. I am thrilled to embark on my English language learning journey and meet new friends along the way!",A1
0241,Essay about introducing yourself,"Hi, everyone! My name is Leila, and I'm from Cairo, Egypt. I'm seven years old and currently attending Sunshine Elementary School in Bangkok, Thailand. I live with my parents and my baby sister, Layla. My dad works as a tour guide, and my mom is a kindergarten teacher. During my free time, I enjoy drawing pictures of animals and playing dress-up with my sister. I also love listening to fairy tales before bedtime. My favorite story is ""Cinderella"" because she gets to wear a beautiful gown and go to a magical ball. Egyptian koshari is my favorite food, especially when it's topped with crispy fried onions. I can't wait to learn English and make new friends in school!",A1
0242,Essay about introducing yourself,"Hi there! My name is Miguel, and I come from Mexico City, Mexico. I'm nine years old and currently enrolled at Sunshine International School in Bangkok, Thailand. I live with my parents and my little brother, Carlos. My dad works as a taxi driver, and my mom is a nurse. In my spare time, I enjoy playing soccer with my friends and watching superhero movies. My favorite superhero is Spider-Man because he can climb walls just like I climb trees! Tacos are my absolute favorite food, especially when they're filled with juicy carne asada. I'm looking forward to learning English and meeting new friends!",A1
0243,Essay about introducing yourself,"Hello! My name is Mia, and I'm from Auckland, New Zealand. I'm eight years old and currently attending Sunshine Elementary School in Bangkok, Thailand. I live with my parents and my fluffy cat, Whiskers. My dad works as a firefighter, and my mom is a graphic designer. During my free time, I enjoy exploring nature and going on adventures with my family. I love collecting seashells at the beach and climbing trees in the park. My favorite food is pavlova, a delicious dessert made with meringue and fruit. I'm excited to learn English and make new friends from around the world!",A1
0244,Essay about introducing yourself,"Hi there! My name is Antonio, and I'm from Barcelona, Spain. I'm seventeen years old and currently studying at Riverdale High School in Bangkok, Thailand. My family consists of my parents, my older sister, and our pet dog, Pablo. My father is a civil engineer, and my mother is a teacher. I have a deep passion for photography and enjoy capturing moments with my camera. I also love exploring nature and going on camping trips with my friends. Soccer is another one of my interests, and I play as a goalkeeper for the school team. I'm thrilled to improve my English skills and broaden my horizons through language learning!",B1
0245,Essay about introducing yourself,"My name is Lucas, and I come from Vienna, Austria. I'm sixteen years old and currently attending Riverdale High School in Bangkok, Thailand. In my family, there's my dad, who works as a chef, my mom, who is a violinist, and my younger sister, Sofia. I have a keen interest in history and love exploring ancient ruins and historical sites. One of my hobbies is playing the violin, which I've been learning for several years. I also enjoy playing soccer with my friends and going on hiking trips in the beautiful Austrian Alps. I'm excited to improve my English skills and learn more about different cultures!",B1
0246,Essay about introducing yourself,"Greetings! My name is Henrik, and I come from Stockholm, Sweden. I'm nineteen years old and currently pursuing my studies at Greenfield Academy in Tokyo, Japan. My family consists of my parents and my two younger siblings. My father works in finance, while my mother is an art historian. I have a deep passion for literature and enjoy exploring complex philosophical concepts through reading and writing. In addition to my academic pursuits, I am an accomplished pianist and often perform at local classical music concerts. I am also deeply involved in environmental activism and frequently participate in initiatives to promote sustainability and conservation. I am excited to further enhance my English proficiency and engage in meaningful discussions with peers from diverse backgrounds.",C1
0247,Essay about introducing yourself,"Hello, everyone! My name is Sofia, and I hail from Zurich, Switzerland. At the age of twenty, I find myself immersed in the vibrant cultural scene of Tokyo, Japan, where I am currently enrolled at Greenfield Academy. My family relocated to Japan due to my father's diplomatic career. I am deeply passionate about international relations and am pursuing a degree in political science with a focus on diplomacy. Outside of academics, I am an avid traveler and have visited over twenty countries, immersing myself in diverse cultures and traditions. I am fluent in multiple languages, including German, French, and Japanese. I am thrilled to further develop my English skills and contribute to global dialogue and cooperation.",C1
0248,Essay about introducing yourself,"Salutations, fellow learners! My name is Alessia, and I come from Florence, Italy. I'm twenty-two years old and currently studying at Greenfield Academy in Tokyo, Japan. My family moved to Japan several years ago due to my father's business expansion. I am deeply passionate about art and architecture and am pursuing a degree in art history. I spend much of my free time exploring Tokyo's museums and galleries, drawing inspiration from both traditional and contemporary artworks. I am also an accomplished violinist and have performed in various orchestras and chamber music ensembles. Additionally, I am an advocate for gender equality and frequently engage in activism to promote women's rights. I am eager to further refine my English language skills and connect with like-minded individuals from around the world.",C1
0249,Essay about introducing yourself,"Hello! My name is Wei and I'm 11 years old. I come from China. In my free time, I like to play with my friends and fly kites. My favorite subject in school is art because I enjoy drawing and coloring. I have a pet goldfish named Bubbles who swims happily in its tank. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
0250,Essay about introducing yourself,"Hello! My name is Minji and I'm 10 years old. I come from South Korea. In my free time, I like to play with my toys and watch cartoons. My favorite subject in school is music because I love singing and dancing. I have a pet hamster named Choco who loves to run on its wheel. I have one older brother. I'm thrilled to learn English and communicate with people from different countries. Thank you!""",A1
0251,Essay about introducing yourself,"Hello! My name is Nong and I'm 9 years old. I come from Thailand. In my free time, I like to play with my toys and ride my bike. My favorite subject in school is English because I love learning new words. I have a pet cat named Whiskers who likes to nap in the sun. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
0252,Essay about introducing yourself,"Hi! My name is Aino and I'm 14 years old. I come from Finland. In my free time, I enjoy skiing and playing ice hockey. My favorite subject in school is biology because I'm interested in animals and nature. I have a pet dog named Luna who loves to go for walks in the forest. I have one younger brother. I'm excited to learn English and connect with people from around the world. Thank you!",B1
0253,Essay about introducing yourself,"Hallo! My name is Lars and I'm 15 years old. I come from Belgium. In my free time, I like to play the guitar and go cycling. My favorite subject in school is history because I find it interesting to learn about the past. I have a pet cat named Whiskers who loves to nap on my bed. I have one older sister. I'm eager to learn English and communicate with people from different cultures. Thank you!",B1
0254,Essay about introducing yourself,"Hi! My name is Sofia and I'm 16 years old. I come from Sweden. In my free time, I enjoy hiking and reading novels. My favorite subject in school is literature because I love exploring different stories. I have a pet rabbit named Coco who loves to hop around the garden. I have one older brother. I'm thrilled to learn English and make new friends. Thank you!",B1
0255,Essay about introducing yourself,"Hello! My name is Jack and I'm 17 years old. I come from the United Kingdom. In my free time, I like to play football and write poetry. My favorite subject in school is English literature because I enjoy analyzing different works. I have a pet dog named Max who loves to go for long walks in the countryside. I have one younger sister. I'm excited to learn English and connect with people from different cultures. Thank you!",C1
0256,Essay about introducing yourself,"G'day! My name is Olivia and I'm 18 years old. I come from Australia. In my free time, I enjoy surfing and camping. My favorite subject in school is biology because I love learning about animals and ecosystems. I have a pet koala named Joey who loves to sleep in eucalyptus trees. I have one older brother. I'm thrilled to learn English and make new friends. Thank you!",C1
0257,Essay about introducing yourself,"Hello! My name is Liam and I'm 18 years old. I come from Canada. In my free time, I like to play ice hockey and go snowboarding. My favorite subject in school is physics because I'm fascinated by how the world works. I have a pet cat named Luna who loves to cuddle. I have one younger sister. I'm excited to learn English and communicate with people from different backgrounds. Thank you!",C1
0258,Essay about introducing yourself,"Hello! My name is Aisha and I'm 12 years old. I come from Malaysia. In my free time, I like to play with my cat and read storybooks. My favorite subject in school is art because I enjoy drawing and painting. I have a pet cat named Whiskers who loves to cuddle. I have one older brother. I'm excited to learn English and make new friends. Thank you!",A1
0259,Essay about introducing yourself,"Hello! My name is Raj and I'm 11 years old. I come from India. In my free time, I like to play cricket and watch movies. My favorite subject in school is mathematics because I enjoy solving puzzles. I have a pet dog named Rocky who loves to play fetch. I have one younger sister. I'm eager to learn English and communicate with people from different cultures. Thank you!",A1
0260,Essay about introducing yourself,"Hello! My name is Nong and I'm 10 years old. I come from Thailand. In my free time, I like to play with my toys and go swimming. My favorite subject in school is English because I love learning new words. I have a pet fish named Goldie who swims happily in its tank. I have one older sister. I'm thrilled to learn English and make new friends. Thank you!",A1
0261,Essay about introducing yourself,"Hello! My name is Yuki and I'm 14 years old. I come from Japan. In my free time, I like to play video games and read manga. My favorite subject in school is science because I find it interesting to learn about the universe. I have a pet cat named Mochi who loves to sleep in my lap. I have one younger brother. I'm excited to learn English and communicate with people from around the world. Thank you!",B1
0262,Essay about introducing yourself,"Hello! My name is Ji-Hoon and I'm 15 years old. I come from South Korea. In my free time, I enjoy playing soccer and listening to K-pop music. My favorite subject in school is history because I find it fascinating to learn about the past. I have a pet dog named Lucky who loves to go for walks in the park. I have one older sister. I'm eager to learn English and make new friends. Thank you!",B1
0263,Essay about introducing yourself,"Halo! My name is Putri and I'm 16 years old. I come from Indonesia. In my free time, I like to dance traditional Indonesian dances and cook traditional dishes. My favorite subject in school is geography because I love learning about different countries and cultures. I have a pet bird named Kiko who loves to sing. I have one younger brother. I'm thrilled to learn English and connect with people from around the world. Thank you!",B1
0264,Essay about introducing yourself,"Hallo! My name is Lukas and I'm 17 years old. I come from Germany. In my free time, I enjoy playing the piano and reading novels. My favorite subject in school is physics because I'm fascinated by the laws of the universe. I have a pet cat named Luna who loves to curl up on my lap. I have one younger sister. I'm excited to learn English and make new friends. Thank you!",C1
0265,Essay about introducing yourself,"Hello! My name is Camille and I'm 18 years old. I come from France. In my free time, I like to paint and go for walks in nature. My favorite subject in school is literature because I enjoy reading and analyzing different works. I have a pet rabbit named Caramel who loves to hop around the garden. I have one older brother. I'm eager to learn English and communicate with people from different cultures. Thank you!",C1
0266,Essay about introducing yourself,"Hello! My name is Emily and I'm 19 years old. I come from the United Kingdom. In my free time, I enjoy playing the guitar and writing poetry. My favorite subject in school is history because I find it fascinating to learn about different cultures and events. I have a pet dog named Max who loves to go for long walks in the countryside. I have one younger brother. I'm thrilled to learn English and make new friends. Thank you!",C1
0267,Essay about introducing yourself,"Hello! My name is Wei and I'm 11 years old. I come from Singapore. In my free time, I like to play with my toys and watch cartoons. My favorite subject in school is science because I find it interesting to learn about animals. I have a pet rabbit named Snowball who loves to hop around the garden. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
0268,Essay about introducing yourself,"Hi! My name is Maria and I'm 12 years old. I come from the Philippines. In my free time, I enjoy playing basketball and drawing. My favorite subject in school is mathematics because I love solving problems. I have a pet dog named Buddy who loves to play fetch. I have one younger brother. I'm eager to learn English and communicate with people from different countries. Thank you!",A1
0269,Essay about introducing yourself,"Hello! My name is Raj and I'm 10 years old. I come from India. In my free time, I like to play cricket and fly kites. My favorite subject in school is art because I enjoy drawing and coloring. I have a pet parrot named Polly who loves to mimic sounds. I have one older sister. I'm thrilled to learn English and make new friends. Thank you!",A1
0270,Essay about introducing yourself,"Hello! My name is Linh and I'm 14 years old. I come from Vietnam. In my free time, I like to play soccer with my friends and read novels. My favorite subject in school is history because I find it fascinating to learn about different cultures. I have a pet cat named Whiskers who loves to nap in the sun. I have one younger brother. I'm excited to improve my English skills and make new friends. Thank you!",B1
0271,Essay about introducing yourself,"Hello! My name is Yuki and I'm 13 years old. I come from Japan. In my free time, I like to play video games and watch anime. My favorite subject in school is science because I enjoy conducting experiments. I have a pet rabbit named Mochi who loves to hop around the house. I have one older sister. I'm eager to learn English and communicate with people from different cultures. Thank you!",B1
0272,Essay about introducing yourself,"Hello! My name is Nong and I'm 11 years old. I come from Thailand. In my free time, I like to play with my toys and go swimming. My favorite subject in school is English because I love learning new words. I have a pet fish named Goldie who swims happily in its tank. I have one older sister. I'm thrilled to learn English and make new friends. Thank you!",B1
0273,Essay about introducing yourself,"Hello! My name is Emily and I'm 17 years old. I come from the United Kingdom. In my free time, I enjoy playing the piano and writing poetry. My favorite subject in school is literature because I love exploring different stories. I have a pet cat named Luna who loves to curl up on my lap. I have one younger brother. I'm excited to learn English and connect with people from different cultures. Thank you!",C1
0274,Essay about introducing yourself,"Hi! My name is Ethan and I'm 18 years old. I come from the United States. In my free time, I like to play basketball and write stories. My favorite subject in school is history because I find it fascinating to learn about the past. I have a pet dog named Buddy who loves to go for walks. I have one younger sister. I'm thrilled to learn English and make new friends. Thank you!",C1
0275,Essay about introducing yourself,"G'day! My name is Olivia and I'm 16 years old. I come from Australia. In my free time, I enjoy surfing and camping. My favorite subject in school is biology because I love learning about animals and plants. I have a pet koala named Joey who loves to sleep in eucalyptus trees. I have one older brother. I'm excited to learn English and make new friends. Thank you!",C1
0276,Essay about introducing yourself,"Hello! My name is Sarah and I'm 19 years old. I come from Canada. In my free time, I enjoy skiing and playing the violin. My favorite subject in school is biology because I'm interested in studying living organisms. I have a pet cat named Whiskers who loves to curl up by the fireplace. I have one older brother. I'm excited to learn English and communicate with people from different cultures. Thank you!",C1
0277,Essay about introducing yourself,"Hello! My name is Oliver and I'm 18 years old. I come from the United Kingdom. In my free time, I like to go hiking and write poetry. My favorite subject in school is history because I find it fascinating to learn about different time periods. I have a pet rabbit named Daisy who loves to hop around the garden. I have one younger sister. I'm thrilled to learn English and connect with people from around the world. Thank you!",C1
0278,Essay about introducing yourself,"Hallo! My name is Sophia and I'm 17 years old. I come from Germany. In my free time, I enjoy playing the piano and painting. My favorite subject in school is physics because I'm fascinated by the laws of the universe. I have a pet dog named Max who loves to go for walks in the park. I have one younger brother. I'm excited to learn English and make new friends. Thank you!",C1
0279,Essay about introducing yourself,"Hello! My name is Minh and I'm 11 years old. I come from Vietnam. In my free time, I like to play with my friends and fly kites. My favorite subject in school is art because I enjoy drawing and coloring. I have a pet cat named Whiskers who loves to nap in the sun. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
0280,Essay about introducing yourself,"Hello! My name is Wei and I'm 10 years old. I come from China. In my free time, I like to play with my toys and watch cartoons. My favorite subject in school is science because I find it interesting to learn about animals and plants. I have a pet rabbit named Snowball who loves to hop around the garden. I have one older brother. I'm thrilled to learn English and communicate with people from different countries. Thank you!",A1
0281,Essay about introducing yourself,"Halo! My name is Putra and I'm 12 years old. I come from Indonesia. In my free time, I like to play soccer with my friends and read comic books. My favorite subject in school is mathematics because I enjoy solving problems. I have a pet dog named Rocky who loves to play fetch. I have one younger sister. I'm eager to learn English and communicate with people from around the world. Thank you!",A1
0282,Essay about introducing yourself,"Hello! My name is Hafiz and I'm 14 years old. I come from Malaysia. In my free time, I like to play badminton and listen to music. My favorite subject in school is history because I find it fascinating to learn about different cultures. I have a pet cat named Luna who loves to sleep on my bed. I have one older brother. I'm excited to improve my English skills and make new friends. Thank you!",B1
0283,Essay about introducing yourself,"Hi! My name is Rachel and I'm 15 years old. I come from Singapore. In my free time, I enjoy reading novels and baking. My favorite subject in school is English because I love writing stories. I have a pet hamster named Coco who loves to run on its wheel. I have one younger sister. I'm thrilled to learn English and communicate with people from different backgrounds. Thank you!",B1
0284,Essay about introducing yourself,"Hi! My name is Antoine and I'm 16 years old. I come from France. In my free time, I like to play the guitar and go cycling. My favorite subject in school is literature because I enjoy reading classic novels. I have a pet cat named Felix who loves to nap in the sun. I have one older sister. I'm eager to learn English and connect with people from different cultures. Thank you!",B1
0285,Essay about introducing yourself,"Hello! My name is Minh and I'm 10 years old. I come from Vietnam. In my free time, I like to play with my friends and fly kites. My favorite subject in school is art because I enjoy drawing and coloring. I have a pet fish named Bubbles who swims happily in its tank. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
0286,Essay about introducing yourself,"Hello! My name is Wei and I'm 11 years old. I come from China. In my free time, I like to play with my toys and watch cartoons. My favorite subject in school is science because I find it interesting to learn about plants and animals. I have a pet rabbit named Snowball who loves to hop around the garden. I have one older brother. I'm thrilled to learn English and communicate with people from different countries. Thank you!",A1
0287,Essay about introducing yourself,"Hello! My name is Ji-Hyun and I'm 12 years old. I come from South Korea. In my free time, I enjoy playing soccer with my friends and reading comics. My favorite subject in school is mathematics because I love solving puzzles. I have a pet cat named Whiskers who loves to nap in the sun. I have one younger brother. I'm eager to learn English and make new friends. Thank you!",A1
0288,Essay about introducing yourself,"Halo! My name is Adi and I'm 13 years old. I come from Indonesia. In my free time, I like to play football with my friends and read adventure novels. My favorite subject in school is geography because I enjoy learning about different countries. I have a pet dog named Rocky who loves to play fetch. I have one younger sister. I'm excited to improve my English skills and make new friends. Thank you!",B1
0289,Essay about introducing yourself,"Hello! My name is Emily and I'm 14 years old. I come from the United Kingdom. In my free time, I enjoy playing the piano and writing stories. My favorite subject in school is history because I find it fascinating to learn about the past. I have a pet rabbit named Coco who loves to hop around the garden. I have one older brother. I'm thrilled to learn English and connect with people from different cultures. Thank you!",B1
0290,Essay about introducing yourself,"G'day! My name is Jack and I'm 15 years old. I come from Australia. In my free time, I like to surf and play Australian football. My favorite subject in school is biology because I love learning about animals and ecosystems. I have a pet koala named Joey who loves to sleep in eucalyptus trees. I have one older sister. I'm excited to learn English and make new friends. Thank you!",B1
0291,Essay about introducing yourself,"Hello! My name is James and I'm 16 years old. I come from the United Kingdom. In my free time, I enjoy playing the guitar and reading classic literature. My favorite subject in school is physics because I'm fascinated by the laws of the universe. I have a pet cat named Luna who loves to curl up on my lap. I have one younger sister. I'm excited to learn English and connect with people from different cultures. Thank you!",C1
0292,Essay about introducing yourself,"Hi! My name is Sophie and I'm 17 years old. I come from France. In my free time, I like to paint and go for walks in nature. My favorite subject in school is literature because I enjoy analyzing different works. I have a pet dog named Max who loves to go for runs in the park. I have one older brother. I'm eager to learn English and communicate with people from different cultures. Thank you!",C1
0293,Essay about introducing yourself,"Hi! My name is Ethan and I'm 18 years old. I come from the United States. In my free time, I like to play basketball and go hiking. My favorite subject in school is psychology because I'm fascinated by the human mind. I have a pet dog named Buddy who loves to go on adventures with me. I have one younger sister. I'm thrilled to learn English and make new friends. Thank you!",C1
0294,Essay about introducing yourself,"Hello! My name is Amir and I'm 11 years old. I come from Malaysia. In my free time, I like to play with my friends and ride my bike. My favorite subject in school is art because I enjoy drawing and coloring. I have a pet cat named Whiskers who loves to cuddle. I have one older sister. I'm excited to learn English and make new friends. Thank you!",A1
